 A1BG ,0.12486
 A1CF ,0.020082
 A2LD1 ,0.027601
 A2M ,0.062918
 A2M ,0.048143
 A4GALT ,0.048578
 A4GNT ,-0.038065
 AAA1 ,-0.039803
 AAAS ,-0.0052556
 AACS ,-0.031315
 AADAC ,0.019079
 AADAT ,-0.0019948
 AAGAB ,0.0016461
 AAK1 ,-0.0051862
 AAMP ,-0.025906
 AANAT ,-0.0085828
 AARS ,-0.0024689
 AARS2 ,-0.013745
 AARSD1 ,-0.048748
 AARSD1 ,-0.0011105
 AASDH ,-0.00024378
 AASDHPPT ,0.014904
 AASS ,0.10413
 AATF ,-0.041874
 AATK ,-0.032838
 ABAT ,0.0020274
 ABCA1 ,0.071765
 ABCA10 ,-0.047873
 ABCA11P ,-9.7121e-05
 ABCA12 ,-0.057411
 ABCA13 ,-0.050485
 ABCA17P ,0.010563
 ABCA2 ,0.0064763
 ABCA3 ,0.010563
 ABCA4 ,0.0097938
 ABCA5 ,-0.052258
 ABCA6 ,0.051425
 ABCA7 ,-0.021422
 ABCA8 ,0.040655
 ABCA9 ,0.048295
 ABCB1 ,-0.0013054
 ABCB1 ,0.018838
 ABCB10 ,-0.0019207
 ABCB11 ,0.013738
 ABCB4 ,0.12794
 ABCB5 ,-0.14038
 ABCB6 ,-0.02845
 ABCB8 ,0.00081577
 ABCB9 ,-0.0081508
 ABCB9 ,-0.079655
 ABCC1 ,-0.017295
 ABCC10 ,0.0039931
 ABCC11 ,0.061294
 ABCC2 ,0.034802
 ABCC3 ,0.023459
 ABCC4 ,0.00045239
 ABCC5 ,-0.05098
 ABCC6 ,0.055676
 ABCC6P1 ,0.046091
 ABCC6P2 ,0.026755
 ABCC8 ,-0.026579
 ABCC9 ,0.02891
 ABCD2 ,-0.00043945
 ABCD3 ,-0.00014058
 ABCD4 ,0.0048303
 ABCE1 ,-0.00015685
 ABCE1 ,0.0090048
 ABCF1 ,-0.0021392
 ABCF2 ,-0.050464
 ABCF3 ,0.022996
 ABCG1 ,0.057863
 ABCG2 ,-0.016515
 ABCG4 ,-0.0018774
 ABCG5 ,0.095612
 ABCG8 ,0.095612
 ABHD1 ,-0.049544
 ABHD10 ,0.0023425
 ABHD11 ,-0.0075261
 ABHD12 ,-0.011599
 ABHD12B ,-0.012374
 ABHD13 ,0.0078008
 ABHD13 ,0.0021141
 ABHD14A ,0.024168
 ABHD14B ,0.024168
 ABHD15 ,0.0072077
 ABHD2 ,0.067093
 ABHD3 ,-0.0084312
 ABHD4 ,-0.0010218
 ABHD5 ,0.061033
 ABHD6 ,0.021811
 ABHD8 ,-0.011516
 ABI1 ,-0.0012736
 ABI2 ,-0.069392
 ABI3 ,-0.0083889
 ABI3 ,-0.030474
 ABI3BP ,0.022864
 ABL1 ,-0.0014274
 ABL2 ,-0.027713
 ABLIM1 ,0.011113
 ABLIM2 ,-0.015824
 ABLIM3 ,0.027007
 ABO ,-0.008938
 ABP1 ,-0.016475
 ABR ,-0.0012775
 ABRA ,-0.041845
 ABT1 ,0.0043849
 ABTB1 ,-0.044592
 ABTB2 ,0.020354
 ACAA1 ,0.0075676
 ACAA2 ,0.00011164
 ACACA ,-0.00037161
 ACACA ,0.02577
 ACACB ,0.11314
 ACAD10 ,-0.02318
 ACAD10 ,-7.5582e-06
 ACAD11 ,-0.0064801
 ACAD11 ,-0.065389
 ACAD8 ,-0.0047953
 ACAD8 ,-0.00021122
 ACAD9 ,-0.00085675
 ACADL ,0.038343
 ACADM ,0.0028222
 ACADS ,-0.0047858
 ACADSB ,0.0024736
 ACADVL ,-0.00076626
 ACAN ,-0.024426
 ACAP1 ,-0.034813
 ACAP2 ,0.010687
 ACAP3 ,-0.0038838
 ACAT1 ,0.08282
 ACAT2 ,0.0015751
 ACBD3 ,7.3471e-06
 ACBD4 ,-0.0044921
 ACBD5 ,0.0028571
 ACBD6 ,-0.019701
 ACBD7 ,0.047146
 ACCN1 ,-0.099685
 ACCN2 ,-0.034987
 ACCN3 ,-0.020016
 ACCN4 ,-0.0039818
 ACCN5 ,0.0041433
 ACCS ,-0.073552
 ACD ,-0.014485
 ACD ,-0.040281
 ACE ,0.015864
 ACER1 ,-0.05634
 ACER2 ,0.0015139
 ACER3 ,0.046104
 ACHE ,0.026467
 ACIN1 ,6.1444e-05
 ACIN1 ,0.00077602
 ACLY ,-0.019934
 ACMSD ,-0.0076194
 ACN9 ,-0.028103
 ACO1 ,-0.0015227
 ACO2 ,0.036814
 ACO2 ,4.0229e-06
 ACOT1 ,-0.0054844
 ACOT11 ,-0.071029
 ACOT11 ,-0.0063486
 ACOT12 ,0.025707
 ACOT13 ,-0.00034949
 ACOT2 ,-0.017238
 ACOT4 ,0.019828
 ACOT6 ,-0.030882
 ACOT7 ,0.00085886
 ACOT8 ,-0.0079408
 ACOX1 ,0.022573
 ACOX2 ,0.10053
 ACOX3 ,0.0037649
 ACOXL ,0.047802
 ACP1 ,-0.023118
 ACP1 ,-0.0015361
 ACP2 ,0.005201
 ACP5 ,0.0097362
 ACP6 ,-0.00040624
 ACPL2 ,-0.020861
 ACPP ,-0.076599
 ACPT ,-0.07013
 ACR ,-0.11917
 ACRBP ,0.051201
 ACRV1 ,-0.027051
 ACSBG1 ,-0.10353
 ACSBG2 ,-0.020415
 ACSF2 ,0.060937
 ACSF2 ,0.00074508
 ACSF3 ,-0.0013919
 ACSL1 ,0.17615
 ACSL1 ,0.038702
 ACSL3 ,0.0065278
 ACSL5 ,0.056445
 ACSL6 ,0.017826
 ACSM1 ,-0.025916
 ACSM2A ,-0.024347
 ACSM3 ,0.0073585
 ACSM5 ,0.095194
 ACSS1 ,-0.017808
 ACSS2 ,0.064719
 ACSS3 ,0.0027073
 ACTA1 ,-0.039966
 ACTA2 ,0.0066185
 ACTB ,0.056392
 ACTBL2 ,-0.04343
 ACTC1 ,-0.064163
 ACTG1 ,0.026594
 ACTG2 ,-0.016128
 ACTL6A ,-0.003038
 ACTL8 ,-0.064283
 ACTN1 ,-0.0038474
 ACTN2 ,-0.053562
 ACTN3 ,-0.00065551
 ACTN4 ,-0.00035791
 ACTR10 ,-0.00015379
 ACTR1A ,0.0010164
 ACTR1A ,0.0011431
 ACTR1B ,-0.0025983
 ACTR2 ,0.001368
 ACTR3 ,-0.00043535
 ACTR3B ,-0.02369
 ACTR3C ,0.048003
 ACTR3C ,0.050774
 ACTR5 ,-0.0076848
 ACTR6 ,0.0079736
 ACTR8 ,0.0053806
 ACVR1 ,-0.0024692
